1;0.0260024
2;0.000960291
3;0.00109833
4;0.00137542
5;0.00160371
6;0.00161563
7;0.00182592
8;0.00202025
9;0.00207787
10;0.00237271
11;0.00256792
12;0.002753
13;0.00294508
14;0.00324146
15;0.00326929
16;0.00377425
17;0.00401942
18;0.00444725
19;0.00461533
20;0.00516975
21;0.00539388
22;0.00564446
23;0.00605179
24;0.00650008
25;0.00683812
26;0.00749946
27;0.00794225
28;0.00844317
29;0.00917212
30;0.00987617
31;0.010301
32;0.010796
33;0.0116141
34;0.0123894
35;0.0130262
36;0.0138086
37;0.0144574
38;0.0149082
39;0.016112
40;0.0169275
41;0.0174622
42;0.0183246
43;0.0188165
44;0.0194678
45;0.0215458
46;0.0239736
47;0.0252566
48;0.027752
49;0.0297288
50;0.0318011
51;0.0332363
52;0.0353793
53;0.0378752
54;0.039983
55;0.0429709
56;0.0446472
57;0.045529
58;0.0480001
59;0.0509709
60;0.0528311
61;0.0557399
62;0.0563179
63;0.0597214
64;0.0630367
65;0.0643506
66;0.0664375
67;0.0692655
68;0.0708369
69;0.0736116
70;0.0762387
71;0.0787078
72;0.0826109
73;0.0835342
74;0.0852697
75;0.0881351
76;0.0910232
77;0.092491
78;0.0962192
79;0.0984066
80;0.100286
81;0.104596
82;0.106115
83;0.108883
84;0.111028
85;0.113586
86;0.115934
87;0.119969
88;0.122284
89;0.126122
90;0.130472
91;0.130587
92;0.131831
93;0.136841
94;0.14158
95;0.14568
96;0.148363
97;0.155106
98;0.162599
99;0.161421
100;0.162919
101;0.168477
102;0.171156
103;0.174811
104;0.178999
105;0.182647
106;0.185691
107;0.193321
108;0.197224
109;0.199661
110;0.2033
111;0.216137
112;0.214736
113;0.220285
114;0.224587
115;0.227581
116;0.23281
117;0.23775
118;0.240614
119;0.273762
120;0.333539
121;0.27351
122;0.266019
123;0.273774
124;0.267423
125;0.273065
126;0.278432
127;0.282894
128;0.28644
129;0.291887
130;0.292684
131;0.298894
132;0.303407
133;0.306173
134;0.313362
135;0.321475
136;0.321971
137;0.328423
138;0.330913
139;0.33523
140;0.349906
141;0.392521
142;0.489163
143;0.480979
144;0.414444
145;0.490961
146;0.386471
147;0.403192
148;0.414465
149;0.401578
150;0.407297
151;0.41827
152;0.421121
153;0.440399
154;0.432841
155;0.430446
156;0.435906
157;0.461392
158;0.46224
159;0.457348
160;0.458052
161;0.463804
162;0.473321
163;0.479893
164;0.49165
165;0.495409
166;0.495385
167;0.504269
168;0.520264
169;0.51712
170;0.522983
171;0.527875
172;0.54719
173;0.551851
174;0.553431
175;0.576172
176;0.578555
177;0.63264
178;0.588907
179;0.583892
180;0.593944
181;0.59742
182;0.607966
183;0.63653
184;0.636856
185;0.633954
186;0.640447
187;0.639553
188;0.660197
189;0.668041
190;0.689383
191;0.682638
192;0.691841
193;0.69605
194;0.694632
195;0.719767
196;0.731855
197;0.737665
198;0.730162
199;0.741517
200;0.742495
201;0.756684
202;0.768402
203;0.766248
204;0.792398
205;0.788794
206;0.807061
207;0.833505
208;0.82892
209;0.860443
210;1.36629
211;1.23747
212;1.24469
213;1.2791
214;0.973462
215;0.976996
216;0.91845
217;1.05908
218;0.925668
219;0.9369
220;1.07617
221;0.978425
222;0.967185
223;1.06887
224;1.11436
225;1.04836
226;1.17375
227;1.00226
228;1.12913
229;1.27026
230;1.20726
231;1.16534
232;1.26327
233;1.13859
234;1.1594
235;1.08662
236;1.05661
237;1.0745
238;1.08146
239;1.09177
240;1.10496
241;1.09602
242;1.11213
243;1.12258
244;1.13843
245;1.13866
246;1.14478
247;1.16333
248;1.17793
249;1.18957
250;1.19297
251;1.20291
252;1.22365
253;1.22767
254;1.23644
255;1.24675
256;1.25926
257;1.27368
258;1.29122
259;1.28825
260;1.30911
261;1.32038
262;1.33453
263;1.33671
264;1.35513
265;1.37702
266;1.37171
267;1.38422
268;1.39043
269;1.40144
270;1.40803
271;1.53632
272;1.44583
273;1.44956
274;1.44381
275;1.46724
276;1.47063
277;1.47916
278;1.47892
279;1.50119
280;1.50251
281;1.48695
282;1.49132
283;1.52644
284;1.54393
285;1.52893
286;1.55114
287;1.55529
288;1.61622
289;1.60416
290;1.61364
291;1.6131
292;1.62893
293;1.67835
294;1.65983
295;1.6412
296;1.65576
297;1.66472
298;1.71623
299;1.72651
300;1.72722
